Employee ID,Performance Score,Current Employee Rating,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost
1509,Fully Meets,3,29-Jun-23,Project Management,Internal,Incomplete,4,343.07
1510,Fully Meets,3,13-Oct-22,Technical Skills,External,Incomplete,5,986.78
1513,Fully Meets,3,10-Nov-22,Technical Skills,External,Failed,4,746.57
1514,Fully Meets,3,01-Dec-22,Leadership Development,Internal,Failed,5,434.39
1515,Fully Meets,3,03-Apr-23,Communication Skills,External,Completed,3,765.84
1516,Fully Meets,3,18-Nov-22,Communication Skills,Internal,Failed,3,457.4
1517,Fully Meets,3,12-Jan-23,Customer Service,External,Passed,3,615.84
1518,Fully Meets,3,08-Dec-22,Customer Service,Internal,Completed,2,803.79
1519,Fully Meets,3,23-Sep-22,Leadership Development,External,Completed,2,586.89
1520,Fully Meets,3,11-Oct-22,Communication Skills,External,Failed,5,104.48
1521,Needs Improvement,3,02-Jun-23,Project Management,Internal,Passed,1,877.41
1522,Fully Meets,3,17-May-23,Technical Skills,External,Incomplete,3,791.99
1523,Fully Meets,3,11-Dec-22,Technical Skills,External,Incomplete,2,660.4
1524,Fully Meets,3,01-May-23,Communication Skills,Internal,Completed,2,928.81
1525,Needs Improvement,3,10-Dec-22,Technical Skills,Internal,Incomplete,4,347.29
1526,Fully Meets,3,26-May-23,Leadership Development,Internal,Completed,3,190.51
1527,Fully Meets,3,03-Jun-23,Customer Service,External,Incomplete,3,206.53
1528,Fully Meets,3,10-Dec-22,Communication Skills,Internal,Incomplete,1,639.93
1529,Fully Meets,3,14-Apr-23,Communication Skills,External,Incomplete,5,304.06
1530,Fully Meets,3,06-Jun-23,Project Management,External,Passed,4,261.13
1534,Fully Meets,3,27-Oct-22,Project Management,External,Failed,1,857.19
1535,Fully Meets,3,09-Oct-22,Customer Service,Internal,Failed,3,442.86
1536,Fully Meets,3,27-Jan-23,Communication Skills,Internal,Passed,4,382.0
1537,Fully Meets,3,29-Jul-23,Communication Skills,External,Incomplete,2,430.09
1538,Fully Meets,3,21-Oct-22,Leadership Development,External,Failed,3,854.47
1539,Fully Meets,3,20-Dec-22,Communication Skills,Internal,Passed,5,899.57
1540,Fully Meets,3,27-Oct-22,Communication Skills,Internal,Incomplete,1,686.34
1541,Fully Meets,3,17-Feb-23,Communication Skills,Internal,Passed,4,770.12
1542,Fully Meets,3,07-Oct-22,Leadership Development,External,Incomplete,4,180.73
1543,Fully Meets,3,01-May-23,Technical Skills,Internal,Incomplete,2,734.87
1544,Fully Meets,3,23-Oct-22,Communication Skills,Internal,Passed,3,811.24
1545,Fully Meets,3,05-Feb-23,Leadership Development,Internal,Passed,3,566.0
1546,Fully Meets,3,26-Feb-23,Project Management,External,Incomplete,5,638.92
1547,Fully Meets,3,04-Apr-23,Leadership Development,Internal,Incomplete,3,340.07
1548,Needs Improvement,3,12-Apr-23,Communication Skills,Internal,Passed,4,206.75
1549,Fully Meets,3,04-Jun-23,Project Management,External,Completed,1,759.56
1550,Fully Meets,3,09-Nov-22,Customer Service,External,Failed,3,354.19
1553,Fully Meets,3,19-Mar-23,Leadership Development,External,Completed,3,528.55
1555,Fully Meets,3,26-Feb-23,Technical Skills,External,Passed,5,757.78
1556,Fully Meets,3,10-Jun-23,Communication Skills,External,Completed,1,337.94
1557,Fully Meets,3,06-Jun-23,Customer Service,External,Incomplete,5,256.57
1558,Fully Meets,3,25-Sep-22,Leadership Development,External,Passed,2,839.12
1559,Fully Meets,3,08-Apr-23,Project Management,External,Passed,1,281.94
1560,Fully Meets,3,05-Jul-23,Technical Skills,External,Completed,2,821.41
1561,Fully Meets,3,19-Oct-22,Leadership Development,Internal,Incomplete,3,924.06
1562,Fully Meets,3,24-Dec-22,Leadership Development,Internal,Passed,2,578.66
1563,Fully Meets,3,09-Dec-22,Leadership Development,External,Incomplete,3,721.86
1564,Exceeds,3,20-Apr-23,Communication Skills,External,Completed,4,430.3
1565,Fully Meets,3,03-Dec-22,Customer Service,Internal,Completed,3,337.52
1566,Exceeds,3,05-May-23,Communication Skills,Internal,Failed,1,692.71
1567,Fully Meets,3,13-May-23,Project Management,External,Failed,1,177.99
1568,Fully Meets,3,07-Apr-23,Communication Skills,External,Incomplete,5,586.71
1569,Fully Meets,3,20-Mar-23,Customer Service,Internal,Completed,2,771.98
1570,Fully Meets,3,28-Mar-23,Project Management,Internal,Passed,4,121.88
1571,Exceeds,3,15-Mar-23,Project Management,External,Completed,2,379.68
1572,Fully Meets,3,08-Oct-22,Customer Service,Internal,Completed,2,738.65
1573,Fully Meets,3,15-Dec-22,Technical Skills,External,Incomplete,2,159.42
1576,Needs Improvement,3,06-Jul-23,Communication Skills,Internal,Completed,4,104.34
1577,Fully Meets,3,26-Oct-22,Customer Service,External,Failed,5,413.08
1578,Needs Improvement,3,29-Dec-22,Technical Skills,External,Incomplete,1,856.71
1579,Fully Meets,3,20-Oct-22,Communication Skills,Internal,Passed,5,322.3
1580,Needs Improvement,3,29-Mar-23,Project Management,Internal,Passed,3,527.93
1581,Fully Meets,3,10-Jan-23,Project Management,External,Failed,2,480.2
1582,Needs Improvement,3,01-Nov-22,Leadership Development,Internal,Completed,5,323.79
1583,Fully Meets,3,18-Jun-23,Leadership Development,External,Failed,3,184.66
1584,Fully Meets,3,10-May-23,Leadership Development,External,Passed,4,265.22
1585,Fully Meets,3,06-Feb-23,Technical Skills,External,Incomplete,5,843.28
1586,Fully Meets,3,06-Dec-22,Communication Skills,Internal,Passed,3,643.9
1587,Fully Meets,3,10-Mar-23,Customer Service,Internal,Completed,4,876.73
1588,Fully Meets,3,08-Nov-22,Leadership Development,Internal,Failed,1,293.85
1589,Fully Meets,3,22-Oct-22,Project Management,Internal,Incomplete,4,328.06
1590,Fully Meets,3,16-Mar-23,Leadership Development,Internal,Failed,2,187.35
1591,Fully Meets,3,09-Jun-23,Leadership Development,Internal,Passed,5,340.01
1592,Exceeds,3,20-Jun-23,Communication Skills,Internal,Incomplete,1,590.82
1593,Exceeds,3,08-May-23,Leadership Development,External,Failed,1,321.08
1594,Exceeds,3,04-Apr-23,Communication Skills,External,Failed,1,684.45
1595,Exceeds,3,07-May-23,Leadership Development,External,Passed,4,571.48
1599,Exceeds,3,17-May-23,Leadership Development,External,Passed,2,848.72
1600,Exceeds,3,15-Aug-22,Project Management,Internal,Passed,5,851.93
1601,Exceeds,3,20-May-23,Technical Skills,Internal,Incomplete,4,381.09
1602,Exceeds,3,23-Apr-23,Project Management,External,Incomplete,4,175.5
1603,Exceeds,3,11-Mar-23,Communication Skills,External,Completed,2,784.15
1604,Exceeds,3,08-Feb-23,Communication Skills,External,Passed,3,999.97
1605,Exceeds,3,08-Apr-23,Customer Service,Internal,Passed,5,878.65
1606,Exceeds,3,26-Sep-22,Project Management,Internal,Completed,5,937.89
1607,Needs Improvement,3,30-Nov-22,Customer Service,External,Completed,3,961.1
1608,PIP,3,06-Nov-22,Customer Service,Internal,Incomplete,1,820.96
1609,PIP,3,22-Apr-23,Project Management,Internal,Failed,3,455.52
1610,Needs Improvement,3,29-Mar-23,Communication Skills,External,Completed,4,815.24
1611,Needs Improvement,3,01-Oct-22,Leadership Development,External,Failed,5,534.82
1612,Needs Improvement,3,25-Jan-23,Technical Skills,External,Incomplete,4,522.79
1613,Exceeds,3,28-Jan-23,Leadership Development,Internal,Completed,1,868.8
1614,Needs Improvement,3,22-Jul-23,Communication Skills,External,Passed,1,808.85
1615,Exceeds,3,31-Aug-22,Technical Skills,Internal,Passed,1,874.1
1616,Needs Improvement,3,18-Jul-23,Leadership Development,External,Completed,2,206.73
1617,Needs Improvement,3,06-Feb-23,Leadership Development,Internal,Completed,3,586.5
1618,Needs Improvement,3,24-Apr-23,Leadership Development,Internal,Passed,2,779.69
1620,Needs Improvement,3,18-Jan-23,Project Management,External,Completed,5,986.14
1621,Needs Improvement,3,03-Oct-22,Technical Skills,Internal,Completed,2,264.74
1622,Needs Improvement,3,17-Dec-22,Communication Skills,Internal,Passed,4,344.06
1623,Needs Improvement,3,26-Nov-22,Project Management,Internal,Passed,3,232.5
1624,Needs Improvement,3,21-Apr-23,Customer Service,Internal,Failed,1,953.68
1625,Exceeds,3,15-Nov-22,Project Management,External,Passed,5,101.56
1626,Needs Improvement,3,05-May-23,Project Management,Internal,Failed,3,624.8
1627,Exceeds,3,05-Dec-22,Project Management,Internal,Completed,5,943.93
1628,Needs Improvement,3,20-May-23,Customer Service,Internal,Completed,1,781.52
1629,Fully Meets,3,18-Jul-23,Leadership Development,Internal,Failed,2,615.28
1630,Fully Meets,3,26-Mar-23,Customer Service,External,Incomplete,4,779.26
1631,Fully Meets,3,14-Jan-23,Customer Service,External,Incomplete,1,464.49
1632,Fully Meets,3,26-Mar-23,Leadership Development,External,Completed,4,196.31
1633,Fully Meets,3,09-Oct-22,Project Management,External,Passed,3,300.12
1634,Fully Meets,3,26-Mar-23,Communication Skills,External,Failed,3,895.42
1635,Fully Meets,3,15-May-23,Leadership Development,External,Completed,3,619.86
1636,Fully Meets,3,31-Aug-22,Technical Skills,External,Completed,1,943.84
1637,Fully Meets,3,04-Oct-22,Customer Service,External,Failed,5,556.33
1638,Fully Meets,3,27-Dec-22,Customer Service,External,Completed,4,274.97
1639,Fully Meets,3,21-Jan-23,Communication Skills,Internal,Completed,5,359.87
1640,Fully Meets,3,01-Feb-23,Communication Skills,Internal,Completed,1,881.51
1641,Fully Meets,3,22-Dec-22,Project Management,External,Passed,5,879.86
1642,Fully Meets,3,18-Jul-23,Customer Service,External,Passed,3,226.92
1643,Fully Meets,3,13-Jul-23,Technical Skills,External,Completed,3,674.14
1644,Fully Meets,3,13-Dec-22,Customer Service,External,Failed,4,383.95
1645,Fully Meets,3,12-Aug-22,Technical Skills,External,Completed,1,122.81
1646,Fully Meets,3,07-Aug-22,Customer Service,Internal,Completed,5,380.22
1647,Fully Meets,3,15-Sep-22,Communication Skills,External,Passed,5,719.1
1648,Fully Meets,3,11-Jan-23,Project Management,External,Passed,1,699.81
1649,Fully Meets,3,24-Nov-22,Leadership Development,Internal,Passed,5,452.38
1650,Fully Meets,3,08-Oct-22,Leadership Development,Internal,Completed,3,727.36
1651,Fully Meets,3,20-Dec-22,Customer Service,Internal,Passed,5,595.83
1652,Fully Meets,3,09-Dec-22,Leadership Development,Internal,Completed,4,740.51
1653,Fully Meets,3,24-Jul-23,Technical Skills,External,Incomplete,1,886.01
1654,Fully Meets,3,01-May-23,Technical Skills,External,Failed,2,641.09
1655,Fully Meets,3,15-Jun-23,Communication Skills,Internal,Completed,5,780.94
1656,Fully Meets,3,19-Mar-23,Leadership Development,Internal,Completed,3,132.75
1657,Fully Meets,3,01-Oct-22,Technical Skills,Internal,Passed,1,838.52
1658,Fully Meets,3,06-Jun-23,Project Management,External,Failed,4,474.23
1659,Fully Meets,3,23-May-23,Leadership Development,Internal,Incomplete,1,579.06
1660,Fully Meets,3,25-Jul-23,Communication Skills,Internal,Failed,5,698.82
1661,Fully Meets,3,20-Jul-23,Technical Skills,Internal,Failed,5,633.36
1662,Fully Meets,3,18-Feb-23,Technical Skills,Internal,Failed,3,241.19
1663,Fully Meets,3,13-Jul-23,Communication Skills,External,Passed,5,271.37
1664,Fully Meets,3,08-Jul-23,Project Management,Internal,Incomplete,1,137.87
1665,Fully Meets,3,15-Nov-22,Project Management,Internal,Passed,3,999.83
1666,Fully Meets,3,21-Feb-23,Technical Skills,Internal,Failed,5,597.62
1667,Fully Meets,3,11-Sep-22,Leadership Development,External,Completed,1,697.89
1668,Fully Meets,3,23-Jun-23,Customer Service,External,Failed,5,673.27
1669,Fully Meets,3,10-Jan-23,Project Management,External,Passed,5,753.01
1670,Fully Meets,3,01-Feb-23,Leadership Development,Internal,Failed,5,939.02
1671,Fully Meets,3,15-Nov-22,Customer Service,External,Passed,2,680.45
1672,Fully Meets,3,14-Sep-22,Technical Skills,External,Completed,3,263.8
1673,Fully Meets,3,04-Jan-23,Project Management,External,Incomplete,2,981.06
1674,Fully Meets,3,22-Nov-22,Customer Service,Internal,Passed,1,293.55
1675,Fully Meets,3,07-Mar-23,Technical Skills,Internal,Failed,4,904.68
1676,Fully Meets,3,07-Dec-22,Project Management,Internal,Failed,5,104.66
1677,Fully Meets,3,02-Dec-22,Technical Skills,External,Incomplete,2,836.37
1678,Fully Meets,3,14-Apr-23,Leadership Development,Internal,Completed,1,749.64
1679,Fully Meets,3,25-Mar-23,Leadership Development,External,Failed,5,213.06
1680,Fully Meets,3,04-Oct-22,Customer Service,Internal,Completed,3,882.76
1681,Fully Meets,3,20-Dec-22,Customer Service,External,Failed,1,113.42
1682,Fully Meets,3,19-Sep-22,Project Management,External,Failed,3,284.61
1683,Fully Meets,3,28-Jun-23,Project Management,Internal,Failed,1,599.74
1684,Fully Meets,3,05-Jun-23,Leadership Development,Internal,Failed,5,700.99
1685,Fully Meets,3,01-Jan-23,Customer Service,Internal,Passed,1,650.07
1686,Fully Meets,3,11-Nov-22,Communication Skills,External,Completed,2,851.38
1687,Fully Meets,3,24-Feb-23,Customer Service,Internal,Failed,4,455.1
1688,Fully Meets,3,21-Dec-22,Project Management,Internal,Completed,3,880.67
1689,Fully Meets,3,15-Sep-22,Customer Service,External,Passed,2,712.64
1690,Fully Meets,3,21-Jan-23,Communication Skills,Internal,Failed,3,504.34
1691,Fully Meets,3,21-Sep-22,Customer Service,External,Failed,3,120.37
1692,Fully Meets,3,08-Mar-23,Project Management,External,Failed,1,705.24
1693,Fully Meets,3,10-Mar-23,Project Management,External,Passed,5,928.81
1694,Fully Meets,3,30-Aug-22,Communication Skills,Internal,Completed,5,638.07
1695,Fully Meets,3,03-Jan-23,Leadership Development,Internal,Passed,2,913.34
1696,Fully Meets,3,29-May-23,Project Management,Internal,Completed,1,754.78
1697,Fully Meets,3,14-Oct-22,Leadership Development,External,Passed,4,503.3
1698,Fully Meets,3,23-Nov-22,Technical Skills,External,Passed,5,218.31
1699,Fully Meets,3,24-Jul-23,Customer Service,External,Incomplete,3,730.86
1700,Fully Meets,3,19-Sep-22,Customer Service,External,Completed,4,203.34
1701,Fully Meets,3,18-Jun-23,Technical Skills,Internal,Passed,1,460.53
1702,Fully Meets,3,19-Mar-23,Communication Skills,Internal,Completed,5,733.92
1703,Fully Meets,3,06-Oct-22,Customer Service,Internal,Completed,2,987.43
1704,Fully Meets,3,13-May-23,Customer Service,External,Completed,1,691.32
1705,Fully Meets,3,22-Oct-22,Communication Skills,External,Passed,1,663.08
1706,Fully Meets,3,21-Sep-22,Customer Service,External,Incomplete,1,970.01
1707,Fully Meets,3,26-May-23,Customer Service,Internal,Passed,3,496.31
1708,Fully Meets,3,20-Jun-23,Customer Service,Internal,Incomplete,5,640.01
1709,Fully Meets,3,03-Jun-23,Technical Skills,External,Failed,4,858.8
1710,Fully Meets,3,11-Dec-22,Communication Skills,External,Passed,2,300.52
1711,Fully Meets,3,30-Sep-22,Technical Skills,External,Failed,3,102.19
1712,Fully Meets,3,06-Jun-23,Communication Skills,Internal,Completed,2,581.16
1713,Fully Meets,3,11-Mar-23,Leadership Development,Internal,Incomplete,3,752.91
1714,Fully Meets,3,24-Jul-23,Project Management,External,Passed,3,374.58
1715,Fully Meets,3,17-Feb-23,Leadership Development,Internal,Incomplete,3,788.64
1716,Fully Meets,3,13-Feb-23,Communication Skills,External,Incomplete,2,234.05
1717,Fully Meets,3,05-Nov-22,Customer Service,External,Incomplete,1,381.33
1718,Fully Meets,3,24-Dec-22,Leadership Development,Internal,Passed,3,527.62
1719,Fully Meets,3,12-Sep-22,Leadership Development,External,Passed,3,442.1
1720,Fully Meets,3,19-Jan-23,Project Management,Internal,Passed,2,396.81
1721,Fully Meets,3,16-Feb-23,Project Management,External,Failed,2,730.31
1722,Fully Meets,3,14-May-23,Technical Skills,External,Incomplete,2,128.06
1723,Fully Meets,3,25-Sep-22,Technical Skills,External,Passed,5,942.63
1724,Fully Meets,3,11-Apr-23,Customer Service,Internal,Failed,5,733.63
1725,Fully Meets,3,16-Jan-23,Customer Service,External,Completed,1,743.28
1726,Fully Meets,3,19-Oct-22,Technical Skills,Internal,Completed,4,435.18
1727,Fully Meets,3,16-Feb-23,Technical Skills,Internal,Failed,5,252.22
1728,Fully Meets,3,31-Dec-22,Customer Service,External,Completed,2,103.07
1729,Fully Meets,3,22-Mar-23,Technical Skills,Internal,Incomplete,2,386.87
1730,Fully Meets,3,20-Mar-23,Customer Service,External,Incomplete,3,718.21
1731,Fully Meets,3,27-Feb-23,Customer Service,Internal,Failed,1,578.81
1732,Fully Meets,3,06-Jul-23,Project Management,Internal,Completed,1,562.06
1733,Fully Meets,3,08-Jan-23,Leadership Development,External,Incomplete,5,845.86
1734,Fully Meets,3,16-Jan-23,Project Management,External,Completed,2,391.39
1735,Fully Meets,3,22-Jul-23,Project Management,Internal,Passed,1,203.04
1736,Fully Meets,3,09-Mar-23,Leadership Development,Internal,Incomplete,4,717.29
1737,Fully Meets,3,17-Oct-22,Leadership Development,External,Incomplete,5,719.0
1738,Fully Meets,3,09-Jan-23,Customer Service,External,Incomplete,5,802.66
1739,Fully Meets,3,04-Jul-23,Communication Skills,Internal,Incomplete,1,388.07
1740,Fully Meets,3,18-Feb-23,Project Management,Internal,Completed,2,350.26
1741,Fully Meets,3,08-Nov-22,Leadership Development,External,Completed,5,625.76
1742,Fully Meets,3,19-Apr-23,Communication Skills,External,Incomplete,1,206.72
1744,Fully Meets,3,24-Dec-22,Communication Skills,Internal,Failed,4,728.77
1745,Fully Meets,3,05-Sep-22,Leadership Development,External,Completed,1,996.01
1746,Fully Meets,3,18-Nov-22,Communication Skills,Internal,Incomplete,2,787.19
1748,Fully Meets,3,26-Mar-23,Leadership Development,External,Failed,5,433.03
1749,Fully Meets,3,21-Jul-23,Leadership Development,Internal,Incomplete,3,148.69
1750,Fully Meets,3,20-Aug-22,Project Management,Internal,Incomplete,1,523.44
1751,Fully Meets,3,10-Dec-22,Project Management,External,Incomplete,5,719.54
1752,Fully Meets,3,09-Oct-22,Leadership Development,External,Incomplete,3,560.55
1753,Fully Meets,3,18-Mar-23,Customer Service,Internal,Completed,1,711.71
1754,Fully Meets,3,30-Jan-23,Project Management,External,Failed,1,980.65
1755,Fully Meets,3,22-Nov-22,Communication Skills,External,Incomplete,2,367.76
1756,Fully Meets,3,22-Apr-23,Communication Skills,Internal,Failed,1,849.36
1757,Fully Meets,3,31-Dec-22,Technical Skills,Internal,Incomplete,5,305.05
1758,Fully Meets,3,14-May-23,Customer Service,Internal,Completed,5,296.24
1759,Fully Meets,3,21-Oct-22,Project Management,Internal,Completed,4,220.06
1760,Fully Meets,3,20-Jan-23,Technical Skills,External,Passed,3,378.51
1761,Fully Meets,3,07-Nov-22,Technical Skills,External,Completed,4,905.6
1762,Fully Meets,3,02-Sep-22,Customer Service,External,Incomplete,3,669.57
1763,Fully Meets,3,02-Mar-23,Leadership Development,External,Completed,2,723.9
1764,Fully Meets,3,07-May-23,Communication Skills,Internal,Passed,1,834.44
1765,Fully Meets,3,04-Aug-23,Leadership Development,External,Incomplete,1,393.88
1766,Fully Meets,3,07-Jul-23,Customer Service,External,Incomplete,3,637.61
1767,Fully Meets,3,25-Oct-22,Project Management,External,Passed,3,902.11
1768,Fully Meets,3,30-Sep-22,Leadership Development,External,Passed,1,999.79
1769,Fully Meets,3,27-Mar-23,Leadership Development,Internal,Passed,1,976.58
1770,Fully Meets,3,04-Sep-22,Customer Service,External,Incomplete,2,257.2
1771,Fully Meets,3,27-Feb-23,Technical Skills,External,Incomplete,2,991.1
1772,Fully Meets,3,20-Aug-22,Technical Skills,External,Passed,2,205.64
1773,Fully Meets,3,30-Dec-22,Leadership Development,Internal,Passed,2,817.45
1774,Fully Meets,3,08-Jun-23,Customer Service,External,Failed,5,643.22
